This Twitter Feed is Recording for this Bounding Box (sw long, sw lat, ne long, ne lat)  -84.6,33.3,-83.9,33.9Starting at this date and time  Mon Nov 07 2016 16:20:27 GMT-0500 (Eastern Standard Time)
Screen Name, Tweet Content, Tweet Time, User Location, Coordinates, Tweet Place
"cfarris10","@dannykanell @duke60bama now let's compare the level of competition","Mon Nov 07 21:20:50 +0000 2016","Atlanta, Ga","null","Atlanta, GA"
"HairlessThoctar","@_SEV8 @Vronos to that ends, I have the theory that different walker arts look that way because of perception of that char among locals","Mon Nov 07 21:20:50 +0000 2016","null","null","Marietta, GA"
"KaraBeara_","I obviously need this. https://t.co/zv24SK0MY5","Mon Nov 07 21:20:50 +0000 2016","Atlanta, GA","null","Georgia, USA"
"marsssbarss","This shut fye https://t.co/YTJUNMzbCn","Mon Nov 07 21:20:51 +0000 2016","rva ✈️ atl","null","Atlanta, GA"
"soulcheeze","@LadyIsAVamp__ Idk what bundles are but I feel like I done have money for them","Mon Nov 07 21:20:51 +0000 2016","ATLien","null","Sandy Springs, GA"
"Urban_Legend252","Wheels down.","Mon Nov 07 21:20:53 +0000 2016","Tar Heel State of Mind","null","Atlanta, GA"
"TrillaryBlinton","Sooooo, what's the objective? Anybody caught it? #BBOTT","Mon Nov 07 21:20:53 +0000 2016","Atlanta, GA","null","Atlanta, GA"
"GuyATL","#LoLife | 11.25 @ Greenbriar Mall https://t.co/A8NjVWWYDG","Mon Nov 07 21:20:53 +0000 2016","Zone 4","[object Object]","Atlanta, GA"
"glizzyguzman","Ian Got It All The Way Together Yet, But Im Getting There😌 Just Bare W/ Me 💯💯","Mon Nov 07 21:20:55 +0000 2016","Atlanta, GA","null","Stockbridge, GA"
"Naiyyyyyyah","💔","Mon Nov 07 21:20:56 +0000 2016","Virginia, USA","null","North Carolina, USA"
"durrrgs","@durrrgs like why am i prettier to people in every other part of the country then my own HAHAHAH it's so funny to me","Mon Nov 07 21:20:56 +0000 2016","Dover, NH","null","North Carolina, USA"
"lowk3ysebastian","when the #mannequinchallenge failed 😭👎🏾 discovery can never do shit right bro https://t.co/sSz4ebmZPk","Mon Nov 07 21:20:56 +0000 2016","Pine Bluff, AR","null","Georgia, USA"
"GlockerPaul","I told him who to vote for https://t.co/qL9U88G8S8","Mon Nov 07 21:20:56 +0000 2016","VB - ECU","null","North Carolina, USA"
"mitchael_dee","@caasihale see ya soon playboy","Mon Nov 07 21:20:56 +0000 2016"," X","null","North Carolina, USA"
"polomascot54","No shave November is a struggle.😂","Mon Nov 07 21:20:57 +0000 2016","null","null","Georgia, USA"
"DFadiora","30% of hispanic voters in Nevada have never voted before. Mr trump just went and disturbed people sha","Mon Nov 07 21:20:57 +0000 2016","Riverdale, GA","null","Riverdale, GA"
"tmj_rdu_hrta","If you're looking for work in #HollySprings, NC, check out this #job: https://t.co/rAU9zZVwAk #Restaurant #Hiring #CareerArc","Mon Nov 07 21:21:00 +0000 2016","RDU, NC","[object Object]","North Carolina, USA"
"K__amran","He'll be the president until the inauguration in January..... I swear y'all are dumb https://t.co/2PkYx8gCD5","Mon Nov 07 21:21:01 +0000 2016","Atlanta","null","Atlanta, GA"
"sagekisura_","s/o to me tho for choosing to go to class over a much needed nap","Mon Nov 07 21:21:01 +0000 2016","london✈️atl","null","Atlanta, GA"
"_kariaaa","2016 was a learning experience. all of it, honestly and truly","Mon Nov 07 21:21:01 +0000 2016","null","null","Atlanta, GA"
"mbarilla","@adammc123 'The Final Countdown' is running through my head. And 'One Day More' from Les Mis.","Mon Nov 07 21:21:01 +0000 2016","Atlanta, GA","null","Atlanta, GA"
"stepalove01","@Holder_Hannah Happy Birthday!! 💖","Mon Nov 07 21:21:01 +0000 2016","Locust Grove, GA","null","Georgia, USA"
"koriiidunsonnn","Lake day smoke sesh ft. Hello Kitty 😽 https://t.co/PnvDUPG3jo","Mon Nov 07 21:21:01 +0000 2016","Georgia","null","Georgia, USA"
"K__amran","He'll be the president until the inauguration in January..... I swear y'all are dumb https://t.co/2PkYx8gCD5","Mon Nov 07 21:21:01 +0000 2016","Atlanta","null","Atlanta, GA"
"zaynice3","@traynic39 the Honda 😩😩😩😂😂 hated driving that car lol","Mon Nov 07 21:21:04 +0000 2016","South Jersey to Atlanta","null","Atlanta, GA"
"Johnny860","#MCM  Man Crush Monday who is yours

#MCM @BMonahanWSB","Mon Nov 07 21:21:06 +0000 2016","null","null","Georgia, USA"
"KaiAndrea__","Lmaoooo https://t.co/LOlMWOINf7","Mon Nov 07 21:21:06 +0000 2016","null","null","Lake City, GA"
"NakaylaCamp","@poundgame1 @ScottyJ_FMF4 lmao keem you funny asf 😂💀","Mon Nov 07 21:21:07 +0000 2016","United States","null","Brookhaven, GA"
"GarredMills","Done! GT fans go vote for @BruceJSwilling https://t.co/nYNorix27X","Mon Nov 07 21:21:08 +0000 2016","null","null","Hampton, GA"
"Bman3744","Funniest pic of the night......,
Can you guess what Mike and I are trying to… https://t.co/TuNtjziDl0","Mon Nov 07 21:21:08 +0000 2016","Atlanta GA","[object Object]","Georgia, USA"
"jmj4life7","Typical https://t.co/kaWnOpTgP7","Mon Nov 07 21:21:08 +0000 2016","usa","null","Georgia, USA"
"jontlewis","@livetheforce no time to deal w it. Maybe after the fact. Have to find a place, pack and go.","Mon Nov 07 21:21:09 +0000 2016","Atlanta","null","Atlanta, GA"
"tmj_atl_hrta","If you're looking for work in #Lithonia, GA, check out this #job: https://t.co/lAPZeDhZe3 #Restaurant #Hiring #CareerArc","Mon Nov 07 21:21:09 +0000 2016","Atlanta, GA","[object Object]","Georgia, USA"
"Study__MyName","When I feel like somebody crossed me I be wanting to beat they ass. Lbs","Mon Nov 07 21:21:10 +0000 2016","null","null","Georgia, USA"
"hoop_tilidie","So y'all basically saying cuz people think I'm attractive I can't have the same sense of humor I had when I was ugly asf cuz that's shallow?","Mon Nov 07 21:21:10 +0000 2016","In Da Trenchez","null","Atlanta, GA"
"___ratedK","Spent a lil quality time with my boo. https://t.co/Bti8uVuHJ5","Mon Nov 07 21:21:15 +0000 2016","Orlando ✈️ Albany","null","Georgia, USA"
"jessicamorganj","Music in my car goes from boogie wit da hoodie to Justin Bieber to Hannah Montana....","Mon Nov 07 21:21:16 +0000 2016","null","null","North Carolina, USA"
"CandidlyDestine","how bill just going to pull up on campus like that?","Mon Nov 07 21:21:17 +0000 2016","IG: candidlydestine","null","North Carolina, USA"
"ThatsJaymar","When your work laptop been shutting down for the last 20 mins https://t.co/Nd4ADQfjt9","Mon Nov 07 21:21:18 +0000 2016","Alpharetta, GA","null","Georgia, USA"
"CareersAtNS","This #job might be a great fit for you: Intern/Co-Op 2017 – NS Environmental and Hazmat - https://t.co/tuvhWbYnOF #Atlanta, Georgia","Mon Nov 07 21:21:21 +0000 2016","null","[object Object]","Atlanta, GA"
"RainBloggedIt","So do my Jordan year start next week since I turn 23?","Mon Nov 07 21:21:21 +0000 2016","Dallas, GA","null","Georgia, USA"
"cheyenneeee_18","i washed my own car yesterday.... 
what a miracle that was","Mon Nov 07 21:21:22 +0000 2016","Pembroke, Georgia","null","Georgia, USA"
"PreciousReed2","HBD Fatguy me and the crew 😎 #trollsmovie2016 @ AMC Parkway Pointe 15 https://t.co/tPfRMnGCKt","Mon Nov 07 21:21:23 +0000 2016","United States","[object Object]","Vinings, GA"
"lovelique_","He's mine you might had him once but I got him all the time 😝😎","Mon Nov 07 21:21:23 +0000 2016","757✈️252","null","North Carolina, USA"
"hoop_tilidie","@hoop_tilidie foh","Mon Nov 07 21:21:23 +0000 2016","In Da Trenchez","null","Atlanta, GA"
"___ratedK","Giving. https://t.co/faHnKWztvX","Mon Nov 07 21:21:25 +0000 2016","Orlando ✈️ Albany","null","Georgia, USA"
"5lizchambers8","Not the best day 😢 https://t.co/fyrRIjEqAn","Mon Nov 07 21:21:27 +0000 2016","Canton, GA","null","Georgia, USA"
"_officialfrank","#ClaytonState20 #CSU20 https://t.co/k5vyVKpUsD","Mon Nov 07 21:21:27 +0000 2016","College Park, GA","null","Morrow, GA"
"calvinmasterson","@GiantGooner Yeah. We had the dining hall worker immigration controversy/union issues. Favorite scandal was CMC SAT scores","Mon Nov 07 21:21:29 +0000 2016","Atlanta, Georgia","null","Atlanta, GA"
"HaleyCalloway","Hi my name is Haley and I typed this with my res closed https://t.co/bPHLl4IMhZ","Mon Nov 07 21:21:30 +0000 2016","null","null","North Carolina, USA"
"Yella2WOtimes","The whole 2016😂 https://t.co/vIcunztpfj","Mon Nov 07 21:21:31 +0000 2016","null","null","Georgia, USA"
"Holt_Henry1","Now I do what I want 😌","Mon Nov 07 21:21:32 +0000 2016","ATL ","null","Atlanta, GA"
"barryten","@ESPNNFL @BigTimeFootball Hope they made him shave his chin.","Mon Nov 07 21:21:33 +0000 2016","Newnan, GA","null","Atlanta, GA"
"Cb_DoesItBest","Why y'all still voting for @realDonaldTrump this orange neck throbbing dk where his lips start dude for son","Mon Nov 07 21:21:34 +0000 2016","Flatbush , Brooklyn","null","McDonough, GA"
"fucktiva","R.I.P 2 my role model.. Finna glow up on her real quick.","Mon Nov 07 21:21:34 +0000 2016","Atlanta, GA","null","North Decatur, GA"
"ehorstman36","@JoshuaDixen howls when I leave a little... might have to crate him before I leave in the morning. Other than that adorable. Had a bath 2day","Mon Nov 07 21:21:35 +0000 2016","Georgia, USA","null","Georgia, USA"
"yung_Makaveliii","47 https://t.co/5RySbE2YRG","Mon Nov 07 21:21:35 +0000 2016","Atlanta, GA","null","Atlanta, GA"
"mariahvuitton_","i got a rello pack stuck in a rello pack😂😂😂.. i do not know how i did it or why i did it lol. but i can't get the mf out.","Mon Nov 07 21:21:35 +0000 2016","HILLSBOROUGH, NC","null","North Carolina, USA"
"Austin_Cop_17","Bill Blinton at ecu","Mon Nov 07 21:21:38 +0000 2016","null","null","North Carolina, USA"
"pastorpaul62","After reading Romans 1:18 32 I ask "has God turned America over to a reprobate mind,?" Politicians making unlawful decisions with no remorse","Mon Nov 07 21:21:38 +0000 2016","Marietta/Acworth, GA","null","Georgia, USA"
"cbyrdd","@dianaelizabethx I think a lot of people who voted for him are only doing it bc they are just Republicans. Like people act like everyone","Mon Nov 07 21:21:40 +0000 2016","North Carolina, USA","null","North Carolina, USA"
"LLHP_ATL","Free Admission to Atlanta Children's Museum:
For more information use this link
https://t.co/Q3zP3AsAc2 https://t.co/oo8Pl5c14B","Mon Nov 07 21:21:40 +0000 2016","Atlanta, GA","null","Atlanta, GA"
"Khadija_Sue","I'm so ready to get in my bed","Mon Nov 07 21:21:41 +0000 2016","Thomaston ga","null","Georgia, USA"
"gardenofthegods","@anantucketlady More rules &amp; laws that @HillaryClinton thinks she's ABOVE! Sadly, Amb.Stevens &amp; #Benghazi 4 paid with THEIR lives #VoteTrump","Mon Nov 07 21:21:41 +0000 2016","I am not affiliated w/pk in CO","null","Georgia, USA"
"jmj4life7","They know what's good for them https://t.co/jG2xvLD2h5","Mon Nov 07 21:21:44 +0000 2016","usa","null","Georgia, USA"
"yung_Makaveliii","Greys Anatomy https://t.co/vFXdzBpE8u","Mon Nov 07 21:21:45 +0000 2016","Atlanta, GA","null","Atlanta, GA"
"Beautys_Smile","Today's adventure included the aquarium with my god son 👫🐠🐟🐡🐬🐳🐋🐊 @ Georgia Aquarium https://t.co/pbdFCYW0mm","Mon Nov 07 21:21:46 +0000 2016","BEARRILLA in Dubai ","[object Object]","Atlanta, GA"
"rie_te_model_","Stay to yourself and watch how things get even better","Mon Nov 07 21:21:47 +0000 2016","Greene County , Nc","null","North Carolina, USA"
"river__simpson","brother what happened // muddy magnolias","Mon Nov 07 21:21:47 +0000 2016","NC","null","North Carolina, USA"
"___ratedK","Interesting, makes me think a lot. https://t.co/aNJr2FbQSw","Mon Nov 07 21:21:48 +0000 2016","Orlando ✈️ Albany","null","Georgia, USA"
"Rozay_RI","I need a nap","Mon Nov 07 21:21:50 +0000 2016","Atlanta, GA","null","Georgia, USA"
"DeaSiahx","@Yvng_peanut what y'all do in pugh class ?","Mon Nov 07 21:21:51 +0000 2016","Boujee","null","North Carolina, USA"
"thelilnan","@newtsgeiszler 👌🏻👌🏻👌🏻","Mon Nov 07 21:21:53 +0000 2016","Atlanta","null","Marietta, GA"
"KeithRu71066380","Person killed after being shoved in front of subway train at Times Square, New York https://t.co/JhEisizbJh","Mon Nov 07 21:21:54 +0000 2016","Jonesboro, GA 30238-7851","null","Irondale, GA"
"tweetsofcat","DROP IT ALREADY https://t.co/PZr3kbf2RB","Mon Nov 07 21:21:54 +0000 2016","Greenville, NC","null","North Carolina, USA"
"calvinmasterson","@Heisenbergkamp PBS until you know Clinton is going to win for sure, then Fox to watch the trainwreck live","Mon Nov 07 21:21:54 +0000 2016","Atlanta, Georgia","null","Atlanta, GA"
"yung_Makaveliii","19 going on 20 https://t.co/CY7JxC2Niq","Mon Nov 07 21:21:56 +0000 2016","Atlanta, GA","null","Atlanta, GA"
"KBK_Ju","My playlists &gt; people","Mon Nov 07 21:21:57 +0000 2016","PHL | ATL ","null","Atlanta, GA"
"BLDFILMS","Just posted a photo @ Memorial Drive https://t.co/xvebY4D2V9","Mon Nov 07 21:21:58 +0000 2016","ATLANTA, NY","[object Object]","Georgia, USA"
"Khadija_Sue","I'm ready for Byrd to slay this head Thursday","Mon Nov 07 21:21:58 +0000 2016","Thomaston ga","null","Georgia, USA"
"_DO_2much","His actions + United States = obituary https://t.co/9a3GRGU6fm","Mon Nov 07 21:22:01 +0000 2016","Bread Winner's Table ","null","Georgia, USA"
"So_consistent21","Dreams turned into reality lol https://t.co/09301ZdJkh","Mon Nov 07 21:22:01 +0000 2016","Atlanta, GA","null","Georgia, USA"
"tmj_atl_health","If you're looking for work in #SandySprings, GA, check out this #job: https://t.co/oXRpxxqjoq #HomeCare #Hiring #CareerArc","Mon Nov 07 21:22:03 +0000 2016","Atlanta, GA","[object Object]","Sandy Springs, GA"
"stephenerb14","@KramerKorey it was a slight hyperbole but it is noticeably darker","Mon Nov 07 21:22:04 +0000 2016","null","null","Georgia, USA"
"adxnxs","gucciiiii https://t.co/HEh5xix90J","Mon Nov 07 21:22:04 +0000 2016","kennesaw","null","Georgia, USA"
"Dapomojo","Well spoken Hillary gets all of her Money for kissing asses called pay for Favors","Mon Nov 07 21:22:04 +0000 2016","null","null","Georgia, USA"
"alyahsrozay","☺️💜 https://t.co/gSMroKqsZj","Mon Nov 07 21:22:04 +0000 2016","null","null","Atlanta, GA"
"tmj_atl_transp","Join the Forward Air Transportation Services team! See our latest #job opening here: https://t.co/L7aWaBImHg #Transportation #Ellenwood, GA","Mon Nov 07 21:22:05 +0000 2016","Atlanta, GA","[object Object]","Georgia, USA"
"cbyrdd","@dianaelizabethx who supports him/votes him is like satanic but most of them just prefer his political views to Clinton's","Mon Nov 07 21:22:05 +0000 2016","North Carolina, USA","null","North Carolina, USA"
"b_thomas30","I cast my Heisman ballot for Lamar Jackson! Click the player you think deserves the @NissanUSA #HeismanHouse vote! https://t.co/Vvtny22vZQ","Mon Nov 07 21:22:06 +0000 2016","null","null","Georgia, USA"
"rannray","@JeffreyVC @HillaryClinton #unsubscribe","Mon Nov 07 21:22:06 +0000 2016","atlanta","null","Atlanta, GA"
"_thelettermm","Mood: https://t.co/PKKwnt01Ys","Mon Nov 07 21:22:06 +0000 2016","Stone Mountain, GA ","null","Georgia, USA"
"___ratedK","Somewhat. https://t.co/RXX8SRuhks","Mon Nov 07 21:22:07 +0000 2016","Orlando ✈️ Albany","null","Georgia, USA"
"johnmmblake","Monday afternoon. #MondayFunday #wectwx 63°, breezy. https://t.co/HsRQOLamZY","Mon Nov 07 21:22:08 +0000 2016","Chadbourn, NC","null","North Carolina, USA"
"Anonvmus","People full of shit I swear","Mon Nov 07 21:22:10 +0000 2016","Hell's Kitchen w/ Hot Bitches","null","Georgia, USA"
"GeorgeSDillard","My grandfather wrote this? You have got to be kidding me. 😂😂😂#7ThingsGodDesiresforUs… https://t.co/a0yOPut5n8","Mon Nov 07 21:22:11 +0000 2016","null","[object Object]","Peachtree City, GA"
"Khadija_Sue","My hair color is going to be so cute","Mon Nov 07 21:22:13 +0000 2016","Thomaston ga","null","Georgia, USA"
"50th_President","😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
Oh boy
https://t.co/36DjmKvQPr","Mon Nov 07 21:22:15 +0000 2016","Za Wārudo","null","Georgia, USA"
"_admirablekayy","So this is the school I go to 🤔 https://t.co/wpKFmCvwtB","Mon Nov 07 21:22:15 +0000 2016","null","null","Atlanta, GA"
"Jays_onmy_feet","So you snitching on all women and admitting y'all cheat at work? Bet 👌🏾 https://t.co/hTDNSx73a9","Mon Nov 07 21:22:17 +0000 2016","null","null","North Carolina, USA"
"ddawgsports","😂😂😂😂Gospel! https://t.co/LdpXMPoZa5","Mon Nov 07 21:22:17 +0000 2016","Atlanta, GA","null","Atlanta, GA"
"Michael_Canty","What's he talking about now?","Mon Nov 07 21:22:18 +0000 2016","null","null","Georgia, USA"
"___ratedK","BS! https://t.co/vONXoBaLTG","Mon Nov 07 21:22:18 +0000 2016","Orlando ✈️ Albany","null","Georgia, USA"
"AydreonaHoward","Your niggas, be the one that want your girl 👐","Mon Nov 07 21:22:20 +0000 2016","minding my business","null","North Carolina, USA"
"butterflyn2u","@RafaelCasal Say it again, but louder and often!","Mon Nov 07 21:22:21 +0000 2016","Oxford, GA","null","Georgia, USA"
"GTFootball","Teamwork. #MondayMotivation #TogetherWeSwarm https://t.co/LQgrY2T5Ha","Mon Nov 07 21:22:21 +0000 2016","Atlanta, GA","null","Atlanta, GA"
"CoachEnglish43","@FantasySource_ I need 13 from Shady tonight. Think he can do it?","Mon Nov 07 21:22:22 +0000 2016","Murphy, North Carolina","null","North Carolina, USA"
"CarolinaWx","A look North. [Cam 2] on Monday, November 7, 2016 @ 4:22:18 PM  #CarolinaWx #ClaytonNC  https://t.co/c7NrAy1hbB","Mon Nov 07 21:22:23 +0000 2016","Clayton, NC ","[object Object]","North Carolina, USA"
"_thelettermm","Thank u it's needed. https://t.co/BjS9P8N6HQ","Mon Nov 07 21:22:23 +0000 2016","Stone Mountain, GA ","null","Georgia, USA"
"Up_Nextt","Lmfao yes!! https://t.co/sKtK3doWqF","Mon Nov 07 21:22:24 +0000 2016","null","null","Atlanta, GA"
"tmj_atl_writing","See our latest #ForestPark, GA #job and click to apply: Warehouse- General Production - https://t.co/OVamhPYxjM #Writing #Hiring","Mon Nov 07 21:22:27 +0000 2016","Atlanta, GA","[object Object]","Forest Park, GA"
"heylydiahey","@radpizzaman and the fact that he's in a bath robe makes it better","Mon Nov 07 21:22:28 +0000 2016","Rome, GA","null","Georgia, USA"
"halliecthornton","@halliecthornton update: couldn't meet bill because Carley is smelling vagina wash","Mon Nov 07 21:22:29 +0000 2016","null","null","North Carolina, USA"
"ToriiiiBoo","my goal currently https://t.co/HxniINwHBg","Mon Nov 07 21:22:32 +0000 2016","null","null","Loganville, GA"
"_tonydennis","Can't relate","Mon Nov 07 21:22:33 +0000 2016","Atlanta, GA","null","Doraville, GA"
"lovelique_","@3800Ques January be here soon 😘","Mon Nov 07 21:22:34 +0000 2016","757✈️252","null","North Carolina, USA"
"yung_Makaveliii","February 4, Aquarius https://t.co/sFOAYpPhby","Mon Nov 07 21:22:34 +0000 2016","Atlanta, GA","null","Atlanta, GA"
"DeaSiahx","@Yvng_peanut I had things to do see you tomorrow 😘","Mon Nov 07 21:22:35 +0000 2016","Boujee","null","North Carolina, USA"
"2Girls1Richard","📍 https://t.co/G3zevueAgU","Mon Nov 07 21:22:36 +0000 2016","Slumlanta","null","Memorial Dr & Columbia Dr"
"tmj_atl_jobs","Interested in a #job in #Atlanta, GA? This could be a great fit: https://t.co/A82gFLWYee #Hiring #CareerArc","Mon Nov 07 21:22:36 +0000 2016","Atlanta, GA","[object Object]","Atlanta, GA"
"PopeQuanPaul","@NayDollaz_ https://t.co/azgBzsiSix","Mon Nov 07 21:22:36 +0000 2016","Soufland","null","Georgia, USA"
"snmanzo_1015","@reIatabIe @arteagaxxo","Mon Nov 07 21:22:37 +0000 2016","Georgia","null","Georgia, USA"
"mvria__","everybody, that can vote, GO VOTE tomorrow. unless you voting from Trump, y'all go vote next week","Mon Nov 07 21:22:40 +0000 2016","Kinston, NC","null","North Carolina, USA"
"BrandenElrod","This is hands down the funniest thing I have seen all year https://t.co/I1UTJDMvCo","Mon Nov 07 21:22:40 +0000 2016","null","null","Georgia, USA"
"ArtofJacera","Girl!!🙌🏽 https://t.co/Nf8kPecgqQ","Mon Nov 07 21:22:41 +0000 2016","318•ATL","null","Atlanta, GA"
"iamkelleewilson","It's my #MondayMadness tonight🙌🏾 we flooding out timelines all night long😜 your invited 🎟 #LHHH","Mon Nov 07 21:22:42 +0000 2016","Atlanta, GA","null","Atlanta, GA"
"scottdmao45","@ThePerezHilton republican. Think not, brother","Mon Nov 07 21:22:42 +0000 2016","Atlanta, GA","null","Georgia, USA"
"gayjohnlaurens","LRT: I'M in LOVE WITH OAK","Mon Nov 07 21:22:42 +0000 2016","Atlanta, GA","null","Decatur, GA"
"EliottCNN","Need some fresh air? It doesn't exist in this #PollutionCapital. By @jgriffiths: https://t.co/gAhSS9Mm3k https://t.co/7QMPFvCGIP","Mon Nov 07 21:22:42 +0000 2016","One CNN Center, Atlanta, GA","null","Atlanta, GA"
"SinBinPhantoms","@StephaliciousD Sanheim is at least a year away. I wouldn't trust Hagg in the NHL right now, although he is much better than last yr.@collin","Mon Nov 07 21:22:43 +0000 2016","Atlanta, GA","null","Georgia, USA"
"Lmckenziem2","I really need some friends..😅","Mon Nov 07 21:22:48 +0000 2016","null","null","Georgia, USA"
"cparks178","#LockHerUp","Mon Nov 07 21:22:48 +0000 2016","Jefferson Ga ","null","Georgia, USA"
"UmWeNotFriends","@almightyjb__ 🙇🏽‍♀️","Mon Nov 07 21:22:48 +0000 2016","Tallahassee, FL","null","Georgia, USA"
"Yella2WOtimes","@TWoodsXIII the whole thing","Mon Nov 07 21:22:49 +0000 2016","null","null","Georgia, USA"
"AdairLijane","Who need a ride to go vote? 🐣","Mon Nov 07 21:22:49 +0000 2016","Dekalb County ","null","Georgia, USA"
"notchengxiao","@kangswoon MEU DEUS 10 MIL KD A GENTE","Mon Nov 07 21:22:50 +0000 2016","wherever meiqi has lines","null","Georgia, USA"
"adxnxs","what school and dorm ? asking for a friend https://t.co/LckZh3UDa1","Mon Nov 07 21:22:52 +0000 2016","kennesaw","null","Georgia, USA"
"NoScrubbs__","😭😭 https://t.co/fJ1rOOIq95","Mon Nov 07 21:22:53 +0000 2016","prolly my bed ","null","Georgia, USA"
"jmj4life7","As they should https://t.co/O4XQ84bYz8","Mon Nov 07 21:22:54 +0000 2016","usa","null","Georgia, USA"
"kayla_gottii","when you with me you ain't got nothing to worry about","Mon Nov 07 21:22:54 +0000 2016","trapdale/ksaw","null","Conyers, GA"
"DFadiora","Oga go and vote https://t.co/ywXiy0XPOq","Mon Nov 07 21:22:54 +0000 2016","Riverdale, GA","null","Riverdale, GA"
"fuller_alyssa","@Ayanah32 same","Mon Nov 07 21:22:55 +0000 2016","Denver, NC","null","North Carolina, USA"
"Kev_Gusto","Trump For Prez 😂😂","Mon Nov 07 21:22:55 +0000 2016","Nawf ATL","null","Georgia, USA"
"ThatsJaymar","A pack of rainbow ice gum and a movie popcorn combo https://t.co/AAb9Kf9UPy","Mon Nov 07 21:22:58 +0000 2016","Alpharetta, GA","null","Georgia, USA"
